,title,description,originallink,link,pubData
10,"<b>황희찬</b>, 3층 단독 주택 공개…&apos;축구 덕후&apos; 설렘 유발(나 혼자 산다)","프리미어리그 울버햄튼 원더러스 FC <b>황희찬</b>이 ‘나 혼자 산다’ 뉴 무지개 회원으로 등장, 단독 3층 주택... 축구선수 <b>황희찬</b>의 싱글 라이프를 담는다. <b>황희찬</b>은 대한민국 축구 국가대표이자, 대한민국의 14호... ",http://enews.imbc.com/News/RetrieveNewsInfo/357155,https://n.news.naver.com/mnews/article/408/0000164454?sid=106,"Thu, 18 Aug 2022 08:52:00 +0900"
11,"‘메날두’ 홀란드, 갑부구단 맨시티FC의 한 풀어줄까","2017년 노르웨이 클럽인 브뤼네와 몰데를 거친 홀란드는 잘츠부르크(오스트리아)시절 <b>황희찬</b>(울버햄튼)과 투톱을 이뤄 한국팬들에게도 잘 알려져 있다, 과거의 동지가 이번에는 적으로 만나게되는 셈이다. 세계적인... ",http://www.skyedaily.com/news/news_view.html?ID=164662,http://www.skyedaily.com/news/news_view.html?ID=164662,"Thu, 18 Aug 2022 08:50:00 +0900"
12,"&apos;나혼산&apos; <b>황희찬</b>, 울버햄프턴 단독 3층 주택 공개..으리으리한 영국 라이프","프리미어리그 울버햄튼 원더러스 FC <b>황희찬</b>이 ‘나 혼자 산다’ 뉴 무지개 회원으로 등장해 영국 라이프를... 축구선수 <b>황희찬</b>의 싱글 라이프를 담는다. <b>황희찬</b>은 대한민국 축구 국가대표이자, 대한민국의 14호... ",http://biz.heraldcorp.com/view.php?ud=202208180846211228229_1,https://n.news.naver.com/mnews/article/112/0003581366?sid=106,"Thu, 18 Aug 2022 08:50:00 +0900"
13,"&apos;나 혼자 산다&apos; 프리미어리거 <b>황희찬</b>, 울버햄프턴 단독 3층 주택 공개!","프리미어리그 울버햄튼 원더러스 FC <b>황희찬</b>이 &apos;나 혼자 산다&apos; 뉴 무지개 회원으로 등장, 단독 3층 주택 &apos;희찬... 축구선수 <b>황희찬</b>의 싱글 라이프를 담는다. <b>황희찬</b>은 대한민국 축구 국가대표이자, 대한민국의 14호... ",http://www.veritas-a.com/news/articleView.html?idxno=425916,http://www.veritas-a.com/news/articleView.html?idxno=425916,"Thu, 18 Aug 2022 08:46:00 +0900"
14,"&apos;나혼자산다&apos; <b>황희찬</b>, 英 싱글라이프…3층 단독 주택 공개","‘나혼자산다’(사진=MBC) 프리미어리그 울버햄튼 원더러스 FC <b>황희찬</b>이 ‘나 혼자 산다’ 뉴 무지개... 축구선수 <b>황희찬</b>의 싱글 라이프를 담는다. <b>황희찬</b>은 대한민국 축구 국가대표이자, 대한민국의 14호 프리미어리거다.... ",http://starin.edaily.co.kr/news/newspath.asp?newsid=01105366632428632,https://n.news.naver.com/mnews/article/018/0005294783?sid=106,"Thu, 18 Aug 2022 08:40:00 +0900"
15,"<b>황희찬</b> 이어 손흥민까지...첼시, 인종차별 행위 조사","최근 울버햄턴에서 뛰고 있는 <b>황희찬</b> 역시 인종차별을 당했다. 지난 1월 포르투갈 알가르브 스타디움에서... <b>황희찬</b> 역시 SNS를 통해 “더 이상 제 동료들과 후배들, 이 세상 그 누구도 이런 일을 겪어서는 안 된다.... ",http://www.sportsseoul.com/news/read/1151843?ref=naver,https://sports.news.naver.com/news.nhn?oid=468&aid=0000874695,"Thu, 18 Aug 2022 08:38:00 +0900"
16,"손흥민vs<b>황희찬</b>, 시즌 첫골 주인공은?...&apos;토트넘vs울버햄튼&apos; 20일 생중계",22-23 PL 3라운드에서 손흥민의 토트넘과 <b>황희찬</b>의 울버햄튼이 맞붙는다. 지난 시즌 리그와 리그컵에서 각각 한차례씩 만났던 손흥민과 <b>황희찬</b>이 처음으로 선발 맞대결을 치르게 될지 주목된다. 두 선수 모두 시즌 마수걸이... ,http://www.slist.kr/news/articleView.html?idxno=377508,http://www.slist.kr/news/articleView.html?idxno=377508,"Thu, 18 Aug 2022 08:38:00 +0900"
17,"&apos;나혼자산다&apos; <b>황희찬</b>, 울버햄프턴 단독 주택 공개…자기애 인테리어",프리미어리거 <b>황희찬</b>이 &apos;나 혼자 산다&apos; 뉴 무지개 회원으로 등장해 영국 울버햄프턴의 단독 주택과 일상을... 축구선수 <b>황희찬</b>의 싱글 라이프를 담는다. <b>황희찬</b>이 &apos;나 혼자 산다&apos;에 출연해 영국 울버햄프턴에서 지내는... ,http://www.joynews24.com/view/1511237,http://www.joynews24.com/view/1511237,"Thu, 18 Aug 2022 08:34:00 +0900"
18,"&apos;나혼산&apos; <b>황희찬</b>, 트민남 전현무 자극한 신발 언박싱",울버햄튼 원더러스 FC <b>황희찬</b>이 &apos;나 혼자 산다&apos; 뉴 무지개 회원으로 등장한다. 사진=MBC &apos;나 혼자 산다... 축구선수 <b>황희찬</b>의 싱글 라이프를 담는다. 출연 소식과 예고만으로 시청자들을 들썩이게 만든 <b>황희찬</b>은 &apos;나... ,http://www.slist.kr/news/articleView.html?idxno=377496,http://www.slist.kr/news/articleView.html?idxno=377496,"Thu, 18 Aug 2022 08:24:00 +0900"
19,"<b>황희찬</b>, &apos;나혼산&apos; 영국 라이프 공개‥예고편 사흘만 100만뷰","프리미어리그 울버햄튼 원더러스 FC <b>황희찬</b>이 &apos;나 혼자 산다&apos; 새로운 무지개 회원으로 등장, 단독 3층 주택... 축구선수 <b>황희찬</b>의 싱글 라이프를 담는다. <b>황희찬</b>은 대한민국 축구 국가대표이자 대한민국의 14호... ",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12071298,https://n.news.naver.com/mnews/article/437/0000310311?sid=106,"Thu, 18 Aug 2022 08:24:00 +0900"
20,"부상 혹은 이적 협상?...황의조, 보르도 훈련 불참했다","<b>황희찬</b>의 존재 때문이다. 대표팀에서도 오랫동안 합을 맞췄기 때문에 두 선수는 좋은 시너지를 발휘할 수 있다. 또한 잉글랜드 무대 적응에도 <b>황희찬</b>이 큰 도움을 줄 수 있다. 상황이 어떻게 전개될지는 미지수지만, 이적... ",http://www.fourfourtwo.co.kr/news/articleView.html?idxno=18132,https://sports.news.naver.com/news.nhn?oid=411&aid=0000013880,"Thu, 18 Aug 2022 08:21:00 +0900"
21,"&apos;나혼산&apos; <b>황희찬</b>, 영국 럭셔리 하우스 공개..전현무 평행이론? &apos;반전&apos;","프리미어리그 울버햄튼 원더러스 FC <b>황희찬</b>이 &apos;나 혼자 산다&apos; 뉴 무지개 회원으로 등장, 단독 3층 주택 &apos;희찬... 있는 <b>황희찬</b>의 싱글 라이프를 담는다. <b>황희찬</b>은 대한민국 축구 국가대표이자, 대한민국의 14호... ",http://star.mt.co.kr/stview.php?no=2022081808113833954,https://n.news.naver.com/mnews/article/108/0003079667?sid=106,"Thu, 18 Aug 2022 08:16:00 +0900"
22,"<b>황희찬</b> 영국 집 공개, 단독 3층 초호화 주택 (나혼자산다)","<b>황희찬</b> 영국 집 공개, 단독 3층 초호화 주택 (나혼자산다) 프리미어리그 울버햄튼 원더러스 FC <b>황희찬</b>이 ‘나 혼자 산다’ 뉴 무지개 회원으로 등장한다. 그의 단독 3층 주택 &apos;희찬 하우스&apos;와 함께 영국 라이프를 전격... ",https://sports.donga.com/article/all/20220818/115007371/1,https://n.news.naver.com/mnews/article/382/0000998682?sid=106,"Thu, 18 Aug 2022 08:16:00 +0900"
23,"<b>황희찬</b>, 울버햄튼 단독 3층 주택 공개..자기애 인테리어 도배(나혼산)","프리미어리그 울버햄튼 원더러스 FC <b>황희찬</b>이 ‘나 혼자 산다’ 뉴 무지개 회원으로 등장, 단독 3층 주택... 축구선수 <b>황희찬</b>의 싱글 라이프를 담는다. <b>황희찬</b>은 대한민국 축구 국가대표이자, 대한민국의 14호... ",http://www.osen.co.kr/article/G1111921460,https://n.news.naver.com/mnews/article/109/0004680415?sid=106,"Thu, 18 Aug 2022 08:13:00 +0900"
24,"손흥민, 첼시전서 인종차별 당했다... 첼시 조사 착수",가장 최근엔 <b>황희찬</b>(울버햄튼 원더러스)이 인종차별 피해에 항의했다. 지난 1일 포르투갈 2부리그 소속의... 울버햄튼은 유럽축구연맹(UEFA)에 조사를 요구하는 한편 피해를 본 <b>황희찬</b>을 적극적으로 지원하겠다고 알린 바... ,https://www.spotvnews.co.kr/news/articleView.html?idxno=543445,https://sports.news.naver.com/news.nhn?oid=477&aid=0000376829,"Thu, 18 Aug 2022 08:11:00 +0900"
25,"&apos;나혼산&apos; <b>황희찬</b>, 자기애 가득한 3층 단독주택 &apos;영국집&apos; 공개","&apos;나 혼자 산다&apos; <b>황희찬</b>(울버햄튼 원더러스)가 무지개 회원으로 등장해 영국 집을 공개한다. 오는 19일... 축구선수 <b>황희찬</b>의 싱글 라이프를 담는다. <b>황희찬</b>은 대한민국 축구 국가대표이자, 대한민국의 14호 프리미어리거다.... ",https://www.news1.kr/articles/4776148,https://n.news.naver.com/mnews/article/421/0006283495?sid=106,"Thu, 18 Aug 2022 08:09:00 +0900"
26,"‘나혼자산다’ <b>황희찬</b> 영국 라이프, 울버햄프턴 단독 3층 주택 공개","프리미어리그 울버햄튼 원더러스 FC <b>황희찬</b>이 ‘나 혼자 산다’ 뉴 무지개 회원으로 등장한다. 8월 19일 오후... 축구선수 <b>황희찬</b>의 싱글 라이프를 담는다. <b>황희찬</b>은 대한민국 축구 국가대표이자, 대한민국의 14호... ",https://www.newsen.com/news_view.php?uid=202208180801390310,https://n.news.naver.com/mnews/article/609/0000616437?sid=106,"Thu, 18 Aug 2022 08:03:00 +0900"
27,"토트넘 손흥민 겨냥한 인종차별 행위 발생... 첼시, 조사 착수",울버햄튼에서 뛰는 <b>황희찬</b>은 지난 1일 포르투갈 알가르브의 알가르브 스타디움에서 열린 포르투갈 2부리그 소속 SC 파렌세와 친선 경기 도중 파렌세의 팬으로부터 인종차별적인 욕설을 들었다. 이에 <b>황희찬</b>은 &quot;우리는... ,https://isplus.com/2022/08/18/sports/football/20220818075213639.html,https://sports.news.naver.com/news.nhn?oid=241&aid=0003225472,"Thu, 18 Aug 2022 07:52:00 +0900"
28,"[손X황 코리안더비 D-2]①10분은 짧았다, 이번에는 선발 정면 승부?","내용은 &apos;쏘니&apos; 손흥민(30, 토트넘 홋스퍼)이 보여줬지만, 실속은 &apos;황소&apos; <b>황희찬</b>(26, 울버햄턴)이 챙겼던 지난... <b>황희찬</b>도 비슷했다. 지난해 12월 16일 햄스트링 부상으로 재활하다 토트넘전이 복귀전이었다. 임대... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=543432,https://sports.news.naver.com/news.nhn?oid=477&aid=0000376821,"Thu, 18 Aug 2022 07:01:00 +0900"
29,[손X황 코리안더비 D-2]②나란히 도움→무득점…맞대결에서는 골맛?,"평행이론이라고 해도 될 것 같은 손흥민(30, 토트넘 홋스퍼)과 <b>황희찬</b>(26, 울버햄턴)의 2022-23 잉글랜드... <b>황희찬</b>도 리즈 유나이티드전에서 다니엘 포덴세의 골에 머리로 도움을 기록했다. 하지만, 풀럼전에서는 공격... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=543435,https://sports.news.naver.com/news.nhn?oid=477&aid=0000376822,"Thu, 18 Aug 2022 07:01:00 +0900"
30,[손X황 코리안더비 D-2]③시작은 박지성 vs 이영표…19번째 만남 성사되나,손흥민이 뛰고 있는 토트넘 홋스퍼와 <b>황희찬</b>이 소속된 울버햄턴 원더러스가 20일(한국시간) 영국 런던 토트넘 홋스퍼 스타디움에서 열린다. 두 선수의 맞대결은 지난 시즌에 이어 두 번째다. <b>황희찬</b>이 라이프치RB(독일)... ,https://www.spotvnews.co.kr/news/articleView.html?idxno=543437,https://sports.news.naver.com/news.nhn?oid=477&aid=0000376823,"Thu, 18 Aug 2022 07:01:00 +0900"
31,"[IS 피플] &quot;우선 순위는 EPL&quot; 황의조, 새 팀 찾기가 우선이다","<b>황희찬</b>(26)이 주전 공격수로 활약하는 울버햄튼(영국)도 황의조 영입을 추진했다. 울버햄튼은 최근 발렌시아(스페인)에서 측면 공격수로 활약한 곤살로 게데스와 계약했지만, 중앙 공격수인 황의조까지 데려오는 것도... ",https://isplus.com/2022/08/18/sports/football/20220818063005526.html,https://sports.news.naver.com/news.nhn?oid=241&aid=0003225462,"Thu, 18 Aug 2022 06:30:00 +0900"
32,&apos;춘천 듀오&apos; 손흥민-<b>황희찬</b> EPL 시즌 첫 득점신고 기대감,다가오는 주말 &apos;춘천 듀오&apos; 손흥민(토트넘)과 <b>황희찬</b>(울버햄프턴)의 잉글랜드 프로축구 프리미어리그(EPL)... 당시 손흥민과 <b>황희찬</b> 모두 공격포인트를 올리지 못한 가운데 경기에선 울버햄프턴이 2대0으로 이겼다.... ,http://www.kado.net/news/articleView.html?idxno=1140418,https://sports.news.naver.com/news.nhn?oid=654&aid=0000017729,"Thu, 18 Aug 2022 05:01:00 +0900"
33,"‘째깍째깍’ EPL만 바라보는 황의조, 빠른 이적 절실","<b>황희찬</b> 소속팀 울버햄튼이다. 이적료가 걸림돌이다. 울버햄프턴은 황의조 이적료로 200만 유로(약 27억원)를 제시했고, 팀이 UEFA 챔피언스리그(UCL)에 진출하면 추가 옵션을 지급하는 안도 제시했다. 그러나 보르도는... ",https://www.dailian.co.kr/news/view/1143655/?sc=Naver,https://sports.news.naver.com/news.nhn?oid=119&aid=0002631125,"Wed, 17 Aug 2022 23:27:00 +0900"
34,‘경유의 수’는 없다 …‘EPL 직행’ 원하는 황의조,그러나 황의조가 국가대표 동료인 손흥민(30·토트넘)과 <b>황희찬</b>(26·울버햄프턴)이 뛰는 잉글랜드 프리미어리그(EPL) 무대를 선호하면서 이적이 좀처럼 진행되지 않고 있다. 먼저 황의조 영입에 나섰던 울버햄프턴은 헐값에... ,https://www.khan.co.kr/sports/football/article/202208172222025,https://sports.news.naver.com/news.nhn?oid=032&aid=0003167240,"Wed, 17 Aug 2022 22:23:00 +0900"
35,"&quot;SON 꽉꽉 막혔잖아&quot; 콘테 전술 英현지 맹비난, 왜?",히샬리송이 첼시 수비에 부담감을 안겼다&quot;며 호평했다. 이제 손흥민은 오는 20일 오후 8시 30분 <b>황희찬</b>이 뛰고 있는 울버햄튼을 상대로 리그 3라운드 홈 경기를 치른다. 과연 손흥민이 시원하게 1호골을 터트릴 수 있을까.,http://star.mt.co.kr/stview.php?no=2022081718492462848,https://sports.news.naver.com/news.nhn?oid=108&aid=0003079602,"Wed, 17 Aug 2022 21:05:00 +0900"
36,<b>황희찬</b> &apos;포르투갈 동료&apos; 늘어난다...울브스 &apos;클럽 레코드&apos; 경신 예정,<b>황희찬</b> 영입으로 국내 팬들에게도 주목을 받았던 울버햄튼은 한때 유럽대항전 진출까지 노려봤지만 중위권에서 도약하지 못했다. 최종 순위는 10위에 그쳤지만 가능성을 확인할 수 있었다. 여름 이적시장 동안... ,http://www.interfootball.co.kr/news/articleView.html?idxno=579726,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144786,"Wed, 17 Aug 2022 18:24:00 +0900"
37,"&apos;EPL 득점왕&apos; 손흥민을 향한 견제, 히샬리송이 필요한 이유",지난 2경기에서 골은 없었지만 첼시전에서도 순간적인 번뜩임으로 위협적인 슈팅을 날리는 등 몸 상태나 컨디션은 크게 나쁘지 않았다. 손흥민은 오는 20일 <b>황희찬</b>이 속한 울버햄튼을 상대로 시즌 1호골에 도전한다.,https://www.news1.kr/articles/4775841,https://sports.news.naver.com/news.nhn?oid=421&aid=0006283002,"Wed, 17 Aug 2022 16:58:00 +0900"
38,"<b>황희찬</b> 적과의 동침, 울버햄프턴에 포르투갈 동료만 11명","울버햄프턴 공격수 <b>황희찬</b>(26)은 소속팀에서 ‘적과의 동침’ 중이다. 카타르월드컵에서 한국과 포르투갈은... <b>황희찬</b>은 라울 히메네스(멕시코), 윌리 볼리(코트디부아르)와 함께 팀 내 비유럽 출신 3명 중 한 명이다.... ",https://www.joongang.co.kr/article/25094960,https://sports.news.naver.com/news.nhn?oid=025&aid=0003217266,"Wed, 17 Aug 2022 16:27:00 +0900"
39,남은 시간은 2주…황의조의 운명은,"<b>황희찬</b>의 소속팀 울버햄튼도 황의조 영입을 노렸다. 울버햄튼의 주전 공격수인 라울 히메네스가 부상을 당해 대체 공격수가 필요했고, 한국 팬들에게 울버햄튼을 더욱 알릴 기회를 잡기 위해 황의조를 노렸다. 하지만... ",http://www.kukinews.com/newsView/kuk202208170152,http://www.kukinews.com/newsView/kuk202208170152,"Wed, 17 Aug 2022 16:00:00 +0900"
40,김민재 데뷔전에서 동료가 인종차별 피해…베로나 벌금 2000만원,잉글랜드 프리미어리그에서 뛰는 <b>황희찬</b>(26·울버햄프턴)도 포르투갈 2부 SC 파렌세와 프리시즌 친선전에서 인종차별 욕설을 들은 뒤 “누구도 이런 일을 겪어선 안 된다”고 인종차별 반대 의사를 밝힌 바 있다.,http://sports.khan.co.kr/news/sk_index.html?art_id=202208171519003&sec_id=520401&pt=nv,https://sports.news.naver.com/news.nhn?oid=144&aid=0000831485,"Wed, 17 Aug 2022 15:22:00 +0900"
41,"&apos;울버햄튼 레코드&apos;, 임대 가서 골 폭격...&quot;2년치 득점 기록 넘었다&quot;","부상을 당한 라울 히메네스가 돌아왔고, 새로 영입된 <b>황희찬</b>에게 밀렸다. 이에 출전 시간이 급감하며 EPL에서 541분을 뛰는 데 그쳤다. 시즌을 앞두고 새롭게 지휘봉을 잡은 브루노 라즈 감독의 구상에서 동떨어진 것.... ",http://www.interfootball.co.kr/news/articleView.html?idxno=579704,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144780,"Wed, 17 Aug 2022 15:04:00 +0900"
42,‘경유’ 대신 ‘직행’…그리스 임대 거부한 황의조,그러나 황의조가 국가대표 동료인 손흥민(30·토트넘)과 <b>황희찬</b>(26·울버햄프턴)이 뛰는 잉글랜드 프리미어리그를 선호하면서 이적이 좀처럼 진행되지 않고 있다. 먼저 황의조 영입에 나섰던 울버햄프턴은 헐값에 가까운... ,http://sports.khan.co.kr/news/sk_index.html?art_id=202208171447003&sec_id=520401&pt=nv,https://sports.news.naver.com/news.nhn?oid=144&aid=0000831477,"Wed, 17 Aug 2022 14:48:00 +0900"
43,"&apos;코리안 더비&apos; 토트넘 손흥민 vs 울버햄프턴 <b>황희찬</b>, 개봉박두!",토트넘에는 손흥민이 울버햄프턴은 <b>황희찬</b>이 맹활약을 펼치고 있다. 이날 경기 승패와 함께 올 시즌 아직... <b>황희찬</b>은 앞선 개막전부터 시즌 1호 도움을 기록하며 산뜻한 출발을 알렸다. 이에 두 경기 연속 선발로... ,http://www.dailysportshankook.co.kr/news/articleView.html?idxno=262440,http://www.dailysportshankook.co.kr/news/articleView.html?idxno=262440,"Wed, 17 Aug 2022 14:20:00 +0900"
44,"PL 뛰고 싶다니깐?...황의조, 노팅엄의 임대 제안에 &apos;떨떠름&apos;","노팅엄 외에 황의조에게 관심이 있는 프리미어리그 클럽으로는 또 다른 대한민국 대표팀 동료인 <b>황희찬</b>이 속해 있는 울버햄튼 원더러스인 것으로 알려져 있다. 한편, 프랑스 리그1의 스타드 브레스투아 29는 감독인 미셸... ",https://www.xportsnews.com/article/1618649,https://sports.news.naver.com/news.nhn?oid=311&aid=0001489495,"Wed, 17 Aug 2022 13:26:00 +0900"
45,"&apos;38경기 36골&apos; 마요르카, &apos;처진 공격수&apos; 이강인에게 원하는 건 &apos;골+도움&apos; [이...","한국엔 손흥민, <b>황희찬</b>, 황의조 등 상대 수비 뒷공간을 허물고 득점을 터뜨릴 선수가 많다. 이강인의 장기인 패스가 빛을 발할 수 있다. 대표팀 주전 자릴 꿰차는 건 어렵지만 조커로는 제 역할을 해낼 수 있다.",http://www.spochoo.com/news/articleView.html?idxno=102904,https://sports.news.naver.com/news.nhn?oid=529&aid=0000063756,"Wed, 17 Aug 2022 13:19:00 +0900"
46,EPL 원하는 황의조…佛 매체 &quot;결말이 보이지 않는다&quot;,"<b>황희찬</b>(26)의 소속팀 울버햄프턴 원더러스를 시작으로 웨스트햄 유나이티드, 승격팀 노팅엄 포레스트 등이 가세했다. 황의조 역시 프리미어리그 이적을 원했다. 금방이라도 이적이 성사될 것 같았다. 특히 노팅엄의... ",https://www.nocutnews.co.kr/news/5803102,https://sports.news.naver.com/news.nhn?oid=079&aid=0003675556,"Wed, 17 Aug 2022 13:06:00 +0900"
47,"울버햄튼, 최전방으로 &apos;벤피카 신성&apos; 낙점...라즈 감독 전화까지","이에 울버햄튼은 2022-23시즌 잉글리시 프리미어리그(EPL) 1, 2라운드에서 최전방에 <b>황희찬</b>을 뒀다. 그나마... 울버햄튼은 올여름 <b>황희찬</b>(완전 영입), 네이선 콜린스, 곤살로 게데스와 계약하는 데 7,360만 유로(약 980억 원)를... ",http://www.interfootball.co.kr/news/articleView.html?idxno=579687,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144775,"Wed, 17 Aug 2022 12:46:00 +0900"
48,시간은 계속 흐르는데…황의조의 험난한 &apos;새 팀 찾기&apos;,<b>황희찬</b>(26)이 뛰는 울버햄프턴 원더러스와 승격팀인 노팅엄까지 러브콜을 보낸다는 소식이 흘러나왔다. 황의조의 마음은 EPL로 기우는 모양새다. 레퀴프는 &quot;황의조의 우선순위는 프리미어리그 진출&quot;이라고 전한 바... ,https://www.yna.co.kr/view/AKR20220817084600007?input=1195m,https://sports.news.naver.com/news.nhn?oid=001&aid=0013380225,"Wed, 17 Aug 2022 12:02:00 +0900"
49,"[오피셜] 우도지, 손흥민 동료됐다...토트넘 수비수 영입","한편, 오는 20일 &apos;황소&apos; <b>황희찬</b>의 소속팀 울버햄튼과의 경기 일정을 앞둔 토트넘은 손흥민이 시즌 첫 골을 달성할 수 있을지에 관심이 집중돼있다. 경기중계는 유료채널인 스포티비온과 스포티비나우를 통해서만... ",https://www.gokorea.kr/news/articleView.html?idxno=728531,https://www.gokorea.kr/news/articleView.html?idxno=728531,"Wed, 17 Aug 2022 10:42:00 +0900"
